SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,SCH_TYPE_TEXT,SCH_TYPE,RECON_STATUS,OUT_OF_STATE_FLAG,CHARTER_TEXT,CHARTAUTH1,CHARTAUTHN1,CHARTAUTH2,CHARTAUTHN2,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED,school_name_clean,school_name_strict_clean,district_name_clean,zip5,phone_clean,street_address_clean,school_irn,county_name,region,region_id,anchor_county,school_level,school_type,is_regular_or_cte,latitude,longitude,coordinate_match_method,county_latitude,county_longitude,approx_longitude,approx_latitude,location_method,building_irn,school_name_clean_high_need,district_name_clean_high_need,Building Name,LEA Name,Federal ESEA Identification ,students_served,high_need,match_method,match_score
2024-2025,39,OHIO,OH,Kirtland Middle School,Kirtland Local,1,,OH-047878,3904787,OH-047878-019224,390478703018,3903018,9152 Chillicothe Rd,,,Kirtland,OH,44094,9256.0,9152 Chillicothe Rd,,,Kirtland,OH,44094,9256.0,(440)256-3358,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported,kirtland,kirtland middle school,kirtland local,44094,4402563358,9152 chillicothe rd,019224,Lake,,,,Middle,Regular School,True,,,unmatched,41.69631630520166,-81.23739481133214,-81.29150892544625,41.671051039936394,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Madison High School,Madison Local,1,,OH-047886,3904788,OH-047886-022111,390478803020,3903020,3100 Burns Rd,,,Madison,OH,44057,2826.0,3100 Burns Rd,,,Madison,OH,44057,2826.0,(440)428-2161,http://www.madisonschools.net/mhsweb/,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,madison,madison high school,madison local,44057,4404282161,3100 burns rd,022111,Lake,,,,High,Regular School,True,,,unmatched,41.69631630520166,-81.23739481133214,-81.25222964616697,41.65719718608254,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,North Elementary School,Madison Local,1,,OH-047886,3904788,OH-047886-026252,390478803022,3903022,1941 Red Bird Rd,,,Madison,OH,44057,2121.0,1941 Red Bird Rd,,,Madison,OH,44057,2121.0,(440)428-2151,http://www.madisonschools.net/nmeweb/,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,north,north elementary school,madison local,44057,4404282151,1941 red bird rd,026252,Lake,,,,Elementary,Regular School,True,,,unmatched,41.69631630520166,-81.23739481133214,-81.26964706358439,41.71309308197844,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,South  Elementary School,Madison Local,1,,OH-047886,3904788,OH-047886-031203,390478803023,3903023,92 E Main St,,,Madison,OH,44057,3224.0,92 E Main St,,,Madison,OH,44057,3224.0,(440)428-5121,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,south,south elementary school,madison local,44057,4404285121,92 e main st,031203,Lake,,,,Elementary,Regular School,True,,,unmatched,41.69631630520166,-81.23739481133214,-81.21607349001081,41.68394393282929,county_centroid_jitter,035063,,,South High School ,Columbus City Schools District,Priority (CSI),914.0,True,exact_unique_name,100
2024-2025,39,OHIO,OH,Madison Middle School,Madison Local,1,,OH-047886,3904788,OH-047886-022038,390478803024,3903024,6079 Middle Ridge Rd,,,Madison,OH,44057,2805.0,6079 Middle Ridge Rd,,,Madison,OH,44057,2805.0,(440)428-1196,http://www.madisonschools.net/mmsweb/,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported,madison,madison middle school,madison local,44057,4404281196,6079 middle ridge rd,022038,Lake,,,,Middle,Regular School,True,,,unmatched,41.69631630520166,-81.23739481133214,-81.25102844496577,41.695395384280744,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Madison Pre-K,Madison Local,1,,OH-047886,3904788,OH-047886-061887,390478805499,3905499,1956 Red Bird Rd,,,Madison,OH,44057,2122.0,1956 Red Bird Rd,,,Madison,OH,44057,2122.0,(440)428-2166,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,PK,Prekindergarten,As reported,madison pre k,madison pre k,madison local,44057,4404282166,1956 red bird rd,061887,Lake,,,,Prekindergarten,Regular School,True,,,unmatched,41.69631630520166,-81.23739481133214,-81.21331072724806,41.65823822712358,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Perry Elementary School,Perry Local,1,,OH-047902,3904790,OH-047902-005264,390479003035,3903035,1 Learning Ln,,,Perry,OH,44081,9422.0,1 Learning Ln,,,Perry,OH,44081,9422.0,(440)259-9600,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,PK,04,Elementary,As reported,perry,perry elementary school,perry local,44081,4402599600,1 learning ln,005264,Lake,,,,Elementary,Regular School,True,,,unmatched,41.69631630520166,-81.23739481133214,-81.24574315968049,41.66792791681328,county_centroid_jitter,029694,,,Perry High School,Perry Local,Warning (ATSI),0.0,False,exact_unique_name,100
2024-2025,39,OHIO,OH,Perry High School,Perry Local,1,,OH-047902,3904790,OH-047902-029710,390479003037,3903037,1 Success Blvd,,,Perry,OH,44081,9404.0,1 Success Blvd,,,Perry,OH,44081,9404.0,(440)259-9300,http://perry-lake.org,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,perry,perry high school,perry local,44081,4402599300,1 success blvd,029710,Lake,,,,High,Regular School,True,,,unmatched,41.69631630520166,-81.23739481133214,-81.24478219871952,41.72646645535181,county_centroid_jitter,029694,,,Perry High School,Perry Local,Warning (ATSI),0.0,False,exact_unique_name,100
2024-2025,39,OHIO,OH,Perry Middle School,Perry Local,1,,OH-047902,3904790,OH-047902-029728,390479003038,3903038,2 Learning Ln,,,Perry,OH,44081,9422.0,2 Learning Ln,,,Perry,OH,44081,9422.0,(440)259-9500,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,05,08,Middle,As reported,perry,perry middle school,perry local,44081,4402599500,2 learning ln,029728,Lake,,,,Middle,Regular School,True,,,unmatched,41.69631630520166,-81.23739481133214,-81.18688430082163,41.728228217113575,county_centroid_jitter,029694,,,Perry High School,Perry Local,Warning (ATSI),0.0,False,exact_unique_name,100
2024-2025,39,OHIO,OH,Dawson-Bryant High School,Dawson-Bryant Local,1,,OH-047928,3904792,OH-047928-008219,390479203040,3903040,1 Hornet Ln,,,Coal Grove,OH,45638,2994.0,1 Hornet Ln,,,Coal Grove,OH,45638,2994.0,(740)532-6345,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,dawson bryant,dawson bryant high school,dawson bryant local,45638,7405326345,1 hornet ln,008219,Lawrence,,,,High,Regular School,True,,,unmatched,38.59832246395997,-82.53666284748462,-82.49107726189904,38.6309550965926,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Dawson-Bryant Middle School,Dawson-Bryant Local,1,,OH-047928,3904792,OH-047928-008227,390479203041,3903041,1 Hornet Ln,,,Coal Grove,OH,45638,2994.0,1 Hornet Ln,,,Coal Grove,OH,45638,2994.0,(740)532-1664,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported,dawson bryant,dawson bryant middle school,dawson bryant local,45638,7405321664,1 hornet ln,008227,Lawrence,,,,Middle,Regular School,True,,,unmatched,38.59832246395997,-82.53666284748462,-82.51402020484198,38.567051192688695,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Dawson-Bryant Elementary School,Dawson-Bryant Local,1,,OH-047928,3904792,OH-047928-008284,390479203042,3903042,4503 State Route 243,,,Ironton,OH,45638,8831.0,4503 State Route 243,,,Ironton,OH,45638,8831.0,(740)532-6898,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported,dawson bryant,dawson bryant elementary school,dawson bryant local,45638,7405326898,4503 state route 243,008284,Lawrence,,,,Elementary,Regular School,True,,,unmatched,38.59832246395997,-82.53666284748462,-82.5816478324696,38.61149563713314,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Fairland High School,Fairland Local,1,,OH-047936,3904793,OH-047936-011114,390479303044,3903044,812 County Road 411,,,Proctorville,OH,45669,9408.0,812 County Road 411,,,Proctorville,OH,45669,9408.0,(740)886-3250,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,fairland,fairland high school,fairland local,45669,7408863250,812 county road 411,011114,Lawrence,,,,High,Regular School,True,,,unmatched,38.59832246395997,-82.53666284748462,-82.5344406252624,38.598602744240246,county_centroid_jitter,011114,fairland,fairland local,Fairland High School,Fairland Local ,Warning (ATSI),411.0,True,exact_irn,
2024-2025,39,OHIO,OH,Fairland East Elementary School,Fairland Local,1,,OH-047936,3904793,OH-047936-011106,390479303045,3903045,10732 State Route 7,,,Proctorville,OH,45669,8130.0,10732 County Road 107,,,Proctorville,OH,45669,8130.0,(740)886-3120,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,02,Elementary,As reported,fairland east,fairland east elementary school,fairland local,45669,7408863120,10732 county road 107,011106,Lawrence,,,,Elementary,Regular School,True,,,unmatched,38.59832246395997,-82.53666284748462,-82.5243505351723,38.58042456606207,county_centroid_jitter,,,,,,,0.0,False,unmatched,76.19047619047619
2024-2025,39,OHIO,OH,Fairland Middle School,Fairland Local,1,,OH-047936,3904793,OH-047936-011122,390479303046,3903046,7875 County Road 107,,,Proctorville,OH,45669,8771.0,7875 County Road 107,,,Proctorville,OH,45669,8771.0,(740)886-3200,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported,fairland,fairland middle school,fairland local,45669,7408863200,7875 county road 107,011122,Lawrence,,,,Middle,Regular School,True,,,unmatched,38.59832246395997,-82.53666284748462,-82.53576194658372,38.593637779275284,county_centroid_jitter,011114,,,Fairland High School,Fairland Local ,Warning (ATSI),411.0,True,exact_unique_name,100
2024-2025,39,OHIO,OH,Fairland West Elementary School,Fairland Local,1,,OH-047936,3904793,OH-047936-000177,390479304628,3904628,110 Township Road 1125,,,Proctorville,OH,45669,8519.0,110 Township Road 1125,,,Proctorville,OH,45669,8519.0,(740)886-3150,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,03,05,Elementary,As reported,fairland west,fairland west elementary school,fairland local,45669,7408863150,110 township road 1125,000177,Lawrence,,,,Elementary,Regular School,True,,,unmatched,38.59832246395997,-82.53666284748462,-82.5947409255627,38.57281695845446,county_centroid_jitter,,,,,,,0.0,False,unmatched,76.19047619047619
2024-2025,39,OHIO,OH,Rock Hill Elementary School,Rock Hill Local,1,,OH-047944,3904794,OH-047944-146464,390479404629,3904629,2676 County Road 26,,,Ironton,OH,45638,8315.0,2676 County Road 26,,,Ironton,OH,45638,8315.0,(740)532-7016,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported,rock hill,rock hill elementary school,rock hill local,45638,7405327016,2676 county road 26,146464,Lawrence,,,,Elementary,Regular School,True,,,unmatched,38.59832246395997,-82.53666284748462,-82.55978597060775,38.59804218367969,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Rock Hill Middle School,Rock Hill Local,1,,OH-047944,3904794,OH-047944-146472,390479404630,3904630,2171 County Road 26,,,Ironton,OH,45638,8386.0,2171 County Road 26,,,Ironton,OH,45638,8386.0,(740)532-7026,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported,rock hill,rock hill middle school,rock hill local,45638,7405327026,2171 county road 26,146472,Lawrence,,,,Middle,Regular School,True,,,unmatched,38.59832246395997,-82.53666284748462,-82.49804422886601,38.592676818314324,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Rock Hill Sr High School,Rock Hill Local,1,,OH-047944,3904794,OH-047944-146480,390479404631,3904631,2415 County Road 26,,,Ironton,OH,45638,9050.0,2415 County Road 26,,,Ironton,OH,45638,9050.0,(740)532-7012,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,rock hill senior,rock hill senior high school,rock hill local,45638,7405327012,2415 county road 26,146480,Lawrence,,,,High,Regular School,True,,,unmatched,38.59832246395997,-82.53666284748462,-82.47978597060775,38.58434848998599,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Burlington Elementary School,South Point Local,1,,OH-047951,3904795,OH-047951-004317,390479503053,3903053,8781 County Road 1,,,South Point,OH,45680,8964.0,8781 County Road 1,,,South Point,OH,45680,8964.0,(740)894-4230,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported,burlington,burlington elementary school,south point local,45680,7408944230,8781 county road 1,004317,Lawrence,,,,Elementary,Regular School,True,,,unmatched,38.59832246395997,-82.53666284748462,-82.57540158622336,38.60036450600201,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,South Point High School,South Point Local,1,,OH-047951,3904795,OH-047951-033282,390479503055,3903055,983 County Road 60,,,South Point,OH,45680,7465.0,983 County Road 60,,,South Point,OH,45680,7465.0,(740)377-4323,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,south point,south point high school,south point local,45680,7403774323,983 county road 60,033282,Lawrence,,,,High,Regular School,True,,,unmatched,38.59832246395997,-82.53666284748462,-82.47906524988703,38.58490905054656,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,South Point Elementary School,South Point Local,1,,OH-047951,3904795,OH-047951-033274,390479503056,3903056,501 Washington St,,,South Point,OH,45680,9661.0,201 Park Ave,,,South Point,OH,45680,9622.0,(740)377-2756,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,05,Elementary,As reported,south point,south point elementary school,south point local,45680,7403772756,201 park ave,033274,Lawrence,,,,Elementary,Regular School,True,,,unmatched,38.59832246395997,-82.53666284748462,-82.4974436282654,38.598282423919926,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,South Point Middle School,South Point Local,1,,OH-047951,3904795,OH-047951-033290,390479503057,3903057,983 County Road 60,,,South Point,OH,45680,7465.0,983 County Road 60,,,South Point,OH,45680,7465.0,(740)377-4343,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported,south point,south point middle school,south point local,45680,7403774343,983 county road 60,033290,Lawrence,,,,Middle,Regular School,True,,,unmatched,38.59832246395997,-82.53666284748462,-82.49852470934648,38.613417559055065,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Symmes Valley Elementary School,Symmes Valley Local,1,,OH-047969,3904796,OH-047969-023143,390479603058,3903058,14860 State Route 141,,,Willow Wood,OH,45696,9015.0,14860 State Route 141,,,Willow Wood,OH,45696,9015.0,(740)643-0022,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,PK,08,Elementary,As reported,symmes valley,symmes valley elementary school,symmes valley local,45696,7406430022,14860 state route 141,023143,Lawrence,,,,Elementary,Regular School,True,,,unmatched,38.59832246395997,-82.53666284748462,-82.55750368832547,38.56464879028629,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Symmes Valley High School,Symmes Valley Local,1,,OH-047969,3904796,OH-047969-036749,390479603059,3903059,14778 State Route 141,,,Willow Wood,OH,45696,9015.0,14778 State Route 141,,,Willow Wood,OH,45696,9015.0,(740)643-2371,http://www.symmesvalley.k12.oh.us,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,symmes valley,symmes valley high school,symmes valley local,45696,7406432371,14778 state route 141,036749,Lawrence,,,,High,Regular School,True,,,unmatched,38.59832246395997,-82.53666284748462,-82.56567185649364,38.6128569984945,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Johnstown High School,Johnstown-Monroe Local,1,,OH-047985,3904798,OH-047985-018481,390479803063,3903063,445 S Main St,,,Johnstown,OH,43031,1278.0,445 S Main St,,,Johnstown,OH,43031,1278.0,(740)967-2721,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,johnstown,johnstown high school,johnstown monroe local,43031,7409672721,445 s main st,018481,Licking,Group 2 - Newark / East-Central,2.0,Licking,High,Regular School,True,,,unmatched,40.09160732864919,-82.48309279315974,-82.49576546583242,40.100616337658195,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Johnstown Elementary School,Johnstown-Monroe Local,1,,OH-047985,3904798,OH-047985-008672,390479803065,3903065,200 Leafy Dell Rd,,,Johnstown,OH,43031,1282.0,200 Leafy Dell Road,,,Johnstown,OH,43031,1282.0,(740)967-5461,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,KG,03,Elementary,As reported,johnstown,johnstown elementary school,johnstown monroe local,43031,7409675461,200 leafy dell road,008672,Licking,Group 2 - Newark / East-Central,2.0,Licking,Elementary,Regular School,True,40.1517,-82.6838,supplement_name_county,40.09160732864919,-82.48309279315974,-82.49888858895554,40.07723295427481,exact_or_supplemented_coordinates,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Johnstown Middle School,Johnstown-Monroe Local,1,,OH-047985,3904798,OH-047985-018473,390479803066,3903066,401 S Oregon St,,,Johnstown,OH,43031,1036.0,401 S Oregon St,,,Johnstown,OH,43031,1036.0,(740)967-8766,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported,johnstown,johnstown middle school,johnstown monroe local,43031,7409678766,401 s oregon st,018473,Licking,Group 2 - Newark / East-Central,2.0,Licking,Middle,Regular School,True,,,unmatched,40.09160732864919,-82.48309279315974,-82.45276246282941,40.07627199331385,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,JOHNSTOWN INTERMEDIATE SCHOOL,Johnstown-Monroe Local,1,,OH-047985,3904798,OH-047985-019946,390479810845,3910845,85 W Douglas St,,,Johnstown,OH,43031,1282.0,85 W Douglas St,,,Johnstown,OH,43031,1282.0,(740)967-6846,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,04,05,Elementary,As reported,johnstown intermediate,johnstown intermediate school,johnstown monroe local,43031,7409676846,85 w douglas st,019946,Licking,Group 2 - Newark / East-Central,2.0,Licking,Elementary,Regular School,True,,,unmatched,40.09160732864919,-82.48309279315974,-82.50129099135793,40.085881602923465,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Lakewood Elementary School,Lakewood Local,1,,OH-047993,3904799,OH-047993-015826,390479903068,3903068,PO Box 70,,,Hebron,OH,43025,70.0,9380 Lancer Rd,,,Hebron,OH,43025,,(740)928-2661,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,PK,02,Elementary,As reported,lakewood,lakewood elementary school,lakewood local,43025,7409282661,9380 lancer rd,015826,Licking,Group 2 - Newark / East-Central,2.0,Licking,Elementary,Regular School,True,,,unmatched,40.09160732864919,-82.48309279315974,-82.48459429466125,40.08972544676731,county_centroid_jitter,,,,,,,0.0,False,unmatched,
2024-2025,39,OHIO,OH,Lakewood High School,Lakewood Local,1,,OH-047993,3904799,OH-047993-019695,390479903070,3903070,PO Box 70,,,Hebron,OH,43025,70.0,9331 Lancer Rd,,,Hebron,OH,43025,9709.0,(740)928-4526,,1,Open,1,Open,05/13/2025,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,lakewood,lakewood high school,lakewood local,43025,7409284526,9331 lancer rd,019695,Licking,Group 2 - Newark / East-Central,2.0,Licking,High,Regular School,True,,,unmatched,40.09160732864919,-82.48309279315974,-82.487357057424,40.09220792924979,county_centroid_jitter,,,,,,,0.0,False,unmatched,
